Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
29,Male,Chennai,Carousel,35436,32,805610,2.86,23040,2.58,594,High
58,Male,Bangalore,Carousel,53511,36,1433577,7.5,107518,3.96,4257,High
50,Female,Delhi,Shorts,63358,23,2461778,4.54,111764,0.24,268,High
21,Male,Mumbai,Carousel,63572,20,1910837,6.76,129172,3.67,4740,High
59,Female,Chennai,Video,79442,34,3125947,6.11,190995,4.74,9053,High
24,Male,Delhi,Carousel,39628,26,863038,5.32,45913,2.55,1170,High
39,Female,Kolkata,Carousel,40345,18,1192254,4.03,48047,1.75,840,High
50,Male,Hyderabad,Video,49620,56,1054329,0.12,1265,3.27,41,High
34,Female,Kolkata,Image,24860,5,810553,4.95,40122,4.59,1841,High
41,Male,Hyderabad,Shorts,49953,49,1077711,2.91,31361,0.97,304,High
51,Male,Chennai,Shorts,47067,58,1106430,1.03,11396,2.08,237,High
45,Male,Kolkata,Image,61875,6,1557821,3.61,56237,0.87,489,High
58,Female,Hyderabad,Video,64422,26,2253179,5.91,133162,2.53,3368,High
56,Male,Bangalore,Shorts,55359,50,1288717,7.7,99231,2.75,2728,High
39,Male,Chennai,Image,50043,37,1848224,3.06,56555,4.73,2675,High
34,Male,Hyderabad,Image,55460,19,1255513,4.39,55117,2.12,1168,High
51,Male,Mumbai,Image,38107,54,789013,6.82,53810,2.88,1549,High
23,Female,Hyderabad,Shorts,48759,45,1360444,2.74,37276,4.44,1655,High
23,Male,Kolkata,Shorts,50251,26,1989397,1.22,24270,1.67,405,High
51,Female,Bangalore,Shorts,48873,44,1085331,2.33,25288,3.4,859,High
18,Female,Delhi,Shorts,47434,43,1045191,7.2,75253,3.81,2867,High
27,Female,Delhi,Carousel,40680,45,1424782,1.36,19377,1.72,333,High
38,Female,Hyderabad,Image,34615,45,908434,2.7,24527,0.91,223,High
22,Male,Delhi,Carousel,46923,15,1611622,3.77,60758,2.56,1555,High
19,Female,Hyderabad,Image,58915,8,1413978,6.79,96009,1.85,1776,High
39,Female,Bangalore,Shorts,23938,11,699051,7.51,52498,1.41,740,High
19,Female,Delhi,Shorts,42540,25,1076528,3.46,37247,4.87,1813,High
27,Female,Kolkata,Carousel,81036,11,2352533,7.46,175498,2.56,4492,High
51,Male,Kolkata,Video,47105,8,1666678,1.38,23000,4.3,988,High
33,Male,Mumbai,Shorts,52270,16,1842013,1.34,24682,1.06,261,High
56,Female,Hyderabad,Video,77580,31,2351900,7.6,178744,4.7,8400,High
39,Female,Delhi,Image,54791,21,2113168,4.13,87273,3.99,3482,High
29,Female,Kolkata,Carousel,55134,24,1393550,1.57,21878,4.06,888,High
41,Male,Bangalore,Video,36347,35,901651,3.96,35705,2.01,717,High
57,Male,Bangalore,Video,54692,30,1765257,6.29,111034,2.48,2753,High
55,Male,Mumbai,Shorts,49778,35,1614099,6.63,107014,3.01,3221,High
27,Male,Bangalore,Video,63873,39,1336927,6.93,92649,3.97,3678,High
52,Male,Bangalore,Video,69159,13,2223873,4.6,102298,4.26,4357,High
49,Female,Delhi,Image,50454,9,1386934,6.95,96391,0.48,462,High
24,Male,Hyderabad,Carousel,55731,56,1947749,4.13,80442,4.53,3644,High
38,Male,Chennai,Shorts,21651,52,782977,4.9,38365,4.69,1799,High
37,Female,Bangalore,Shorts,16465,12,511131,6.09,31127,3.01,936,High
43,Male,Bangalore,Video,66397,25,1330221,3.46,46025,1.02,469,High
21,Male,Chennai,Image,12576,20,411596,0.68,2798,4.11,114,High
39,Male,Bangalore,Video,54910,55,1920622,2.87,55121,2.79,1537,High
32,Female,Delhi,Video,47395,20,1183915,5.03,59550,4.1,2441,High
57,Male,Delhi,Shorts,68470,22,2005694,1.62,32492,4.09,1328,High
38,Female,Chennai,Video,49472,51,1944983,1.27,24701,0.52,128,High
32,Female,Kolkata,Video,77033,32,1999975,2.42,48399,3.07,1485,High
39,Male,Bangalore,Image,46941,22,1148333,0.35,4019,2.47,99,High
45,Male,Kolkata,Shorts,67195,18,1627273,5.97,97148,4.74,4604,High
31,Male,Bangalore,Carousel,27526,52,858165,2.14,18364,1.55,284,High
44,Male,Hyderabad,Image,15469,41,603242,1.08,6515,1.11,72,High
58,Female,Bangalore,Image,49576,44,1595074,5.62,89643,4.5,4033,High
57,Male,Delhi,Image,28991,20,755694,6.76,51084,0.83,423,High
45,Female,Mumbai,Shorts,49101,25,1609111,0.26,4183,3.46,144,High
43,Female,Mumbai,Video,43802,5,1423428,1.95,27756,1.57,435,High
19,Female,Mumbai,Carousel,59077,15,1886835,7.57,142833,2.88,4113,High
42,Female,Mumbai,Shorts,34034,15,789207,3.14,24781,3.12,773,High
20,Female,Kolkata,Video,56369,6,1842804,7.51,138394,2.15,2975,High
25,Male,Kolkata,Image,62959,36,1800841,2.27,40879,4.88,1994,High
50,Female,Bangalore,Shorts,46914,58,955733,1.82,17394,0.75,130,High
59,Female,Kolkata,Video,57173,23,1760673,1.79,31516,2.02,636,High
52,Male,Bangalore,Carousel,35321,9,1405276,0.77,10820,2.21,239,High
23,Male,Hyderabad,Carousel,44260,7,1194794,7.18,85786,3.19,2736,High
56,Female,Bangalore,Video,29868,32,1174183,7.84,92055,2.1,1933,High
40,Female,Mumbai,Shorts,85081,30,1865338,7.64,142511,0.58,826,High
42,Male,Chennai,Image,68431,27,2371097,6.83,161945,4.74,7676,High
36,Female,Chennai,Video,74901,34,1669306,6.79,113345,2.14,2425,High
22,Male,Delhi,Image,68216,12,1737574,5.32,92438,1.78,1645,High
28,Male,Delhi,Carousel,40052,40,1258325,6.63,83426,2.29,1910,High
29,Female,Bangalore,Video,26982,33,859533,1.75,15041,1.16,174,High
27,Male,Chennai,Carousel,43638,17,1549365,3.16,48959,0.59,288,High
25,Female,Mumbai,Image,57129,29,1845641,5.16,95235,0.83,790,High
41,Female,Kolkata,Image,45646,26,1454849,7.01,101984,0.92,938,High
45,Female,Mumbai,Video,16478,50,630238,5.32,33528,1.07,358,High
58,Male,Mumbai,Video,61206,37,1777622,6.73,119633,2.16,2584,High
53,Female,Bangalore,Video,26026,41,637796,3.84,24491,3.16,773,High
54,Male,Bangalore,Carousel,43664,57,1014587,5.77,58541,3.18,1861,High
38,Female,Hyderabad,Image,76156,11,2132381,7.84,167178,0.1,167,High
25,Female,Mumbai,Image,50736,27,1737964,1.31,22767,4.61,1049,High
26,Male,Mumbai,Carousel,66149,10,1379282,7.42,102342,4.13,4226,High
32,Female,Bangalore,Video,55202,19,1246526,4.23,52728,4.82,2541,High
57,Female,Bangalore,Shorts,34866,19,771325,5.18,39954,1.86,743,High
35,Male,Hyderabad,Video,60939,44,1932094,7.04,136019,3.36,4570,High
59,Male,Hyderabad,Shorts,49051,38,1219290,3.34,40724,0.92,374,High
37,Male,Delhi,Shorts,27712,18,646400,3.41,22042,4.1,903,High
23,Female,Chennai,Carousel,25195,33,802599,4.26,34190,0.89,304,High
29,Male,Mumbai,Image,55749,20,1963826,0.25,4909,1.7,83,High
19,Male,Mumbai,Image,82120,33,2187935,4.02,87954,2.51,2207,High
24,Female,Hyderabad,Image,33856,27,1068640,2.4,25647,3.01,771,High
33,Male,Hyderabad,Image,35645,14,782862,7.43,58166,2.84,1651,High
20,Female,Delhi,Carousel,55966,51,2166134,0.79,17112,0.6,102,High
20,Female,Chennai,Shorts,30291,59,809920,3.73,30210,2.17,655,High
44,Male,Delhi,Image,85310,8,3408173,7.58,258339,4.62,11935,High
57,Female,Chennai,Shorts,37014,16,1464745,7.22,105754,4.37,4621,High
55,Male,Kolkata,Carousel,42515,46,1512564,5.64,85308,2.99,2550,High
50,Male,Mumbai,Video,37931,38,773861,4.76,36835,2.9,1068,High
45,Male,Delhi,Carousel,64021,8,1976308,2.32,45850,0.65,298,High
18,Male,Hyderabad,Image,82433,24,1791839,3.0,53755,1.08,580,High
25,Female,Delhi,Video,39451,32,1495314,0.81,12112,1.34,162,High
54,Female,Kolkata,Carousel,62998,32,2254893,6.31,142283,2.49,3542,High
49,Male,Delhi,Carousel,30411,10,1199632,2.66,31910,3.68,1174,High
54,Male,Mumbai,Shorts,64389,18,2071246,5.38,111433,2.36,2629,High
21,Female,Kolkata,Carousel,76375,59,2325131,2.92,67893,0.72,488,High
47,Male,Hyderabad,Video,71785,39,2180801,3.77,82216,2.25,1849,High
23,Female,Hyderabad,Carousel,51992,51,1441694,4.48,64587,0.9,581,High
36,Male,Bangalore,Image,34507,5,1013625,6.43,65176,3.78,2463,High
49,Female,Kolkata,Shorts,50011,23,1635790,1.77,28953,0.92,266,High
26,Female,Bangalore,Video,45336,5,1752667,3.25,56961,2.46,1401,High
29,Female,Bangalore,Video,43299,17,1382023,1.13,15616,3.5,546,High
28,Male,Mumbai,Carousel,53098,12,1972192,0.7,13805,1.22,168,High
33,Male,Delhi,Image,49001,22,1825591,4.88,89088,0.47,418,High
18,Male,Hyderabad,Shorts,60617,58,1841361,1.59,29277,2.86,837,High
38,Male,Hyderabad,Video,60715,39,1636236,0.57,9326,0.37,34,High
47,Male,Delhi,Shorts,49058,27,1608685,7.19,115664,2.98,3446,High
30,Female,Hyderabad,Carousel,56483,54,1633374,4.32,70561,3.79,2674,High
51,Female,Delhi,Image,69820,56,1510140,1.16,17517,1.71,299,High
21,Female,Kolkata,Carousel,42025,30,1158075,0.52,6021,2.49,149,High
45,Female,Mumbai,Shorts,50238,45,2003579,1.05,21037,4.65,978,High
55,Female,Mumbai,Carousel,34574,42,725039,3.82,27696,2.41,667,High
48,Female,Mumbai,Shorts,57197,24,1940917,5.38,104421,4.98,5200,High
44,Female,Delhi,Video,52977,6,1950835,5.17,100858,0.87,877,High
22,Male,Delhi,Video,56913,30,1876680,1.24,23270,3.57,830,High
42,Female,Chennai,Carousel,35167,40,1104070,5.1,56307,3.3,1858,High
20,Male,Hyderabad,Video,61483,29,2099727,3.3,69290,4.37,3027,High
50,Female,Hyderabad,Shorts,51530,34,1473090,3.77,55535,0.55,305,High
21,Female,Chennai,Video,65442,22,1428428,6.43,91847,1.47,1350,High
42,Male,Chennai,Image,43433,11,1704672,2.73,46537,0.75,349,High
37,Female,Mumbai,Image,60236,31,1725525,1.26,21741,4.67,1015,High
51,Male,Chennai,Carousel,56675,15,1887734,7.0,132141,2.19,2893,High
43,Female,Delhi,Carousel,72869,41,2231724,1.78,39724,4.56,1811,High
22,Male,Bangalore,Carousel,48255,12,1017872,2.42,24632,1.54,379,High
52,Female,Delhi,Carousel,41676,15,1627686,5.68,92452,0.72,665,High
45,Male,Chennai,Shorts,42593,28,1526998,5.5,83984,1.55,1301,High
46,Male,Hyderabad,Shorts,33375,34,767027,6.42,49243,3.03,1492,High
26,Female,Delhi,Image,42453,34,1682575,1.55,26079,4.24,1105,High
55,Female,Hyderabad,Shorts,14891,56,517287,2.88,14897,1.99,296,High
23,Male,Delhi,Video,70531,56,2076900,1.09,22638,4.58,1036,High
36,Female,Hyderabad,Image,79010,19,2546310,4.37,111273,1.3,1446,High
28,Male,Kolkata,Carousel,47786,39,1057735,2.41,25491,3.5,892,High
19,Female,Delhi,Carousel,56571,43,1765497,5.54,97808,3.7,3618,High
26,Male,Hyderabad,Shorts,52460,28,1126488,0.1,1126,1.44,16,High
38,Female,Bangalore,Image,30304,12,936309,0.57,5336,0.23,12,High
41,Male,Mumbai,Shorts,65393,47,2030736,3.52,71481,1.89,1350,High
51,Female,Delhi,Shorts,67631,46,2535431,7.67,194467,0.32,622,High
39,Male,Bangalore,Shorts,34385,24,1186330,7.14,84703,4.51,3820,High
20,Male,Mumbai,Image,54948,45,1373216,7.95,109170,4.77,5207,High
29,Female,Delhi,Carousel,46058,51,1739564,3.39,58971,3.7,2181,High
45,Female,Bangalore,Video,67848,30,2134853,0.47,10033,3.66,367,High
47,Male,Bangalore,Carousel,48756,56,1566440,2.52,39474,1.28,505,High
43,Male,Kolkata,Image,49163,28,1149415,5.44,62528,0.46,287,High
38,Male,Bangalore,Carousel,77313,26,2872607,1.17,33609,4.03,1354,High
45,Male,Kolkata,Carousel,30718,9,1186337,2.47,29302,2.84,832,High
43,Female,Chennai,Video,53720,19,1907076,0.54,10298,3.44,354,High
50,Male,Hyderabad,Carousel,51329,40,1992367,3.85,76706,3.92,3006,High
38,Male,Mumbai,Carousel,40945,41,1066473,1.75,18663,2.11,393,High
52,Male,Hyderabad,Carousel,80597,33,3000024,0.82,24600,0.81,199,High
51,Female,Hyderabad,Shorts,55048,19,1639218,3.35,54913,4.0,2196,High
58,Male,Kolkata,Image,60076,31,1398483,2.87,40136,2.32,931,High
35,Female,Hyderabad,Image,62219,53,2076624,4.35,90333,4.15,3748,High
28,Female,Bangalore,Video,45187,59,1522013,6.02,91625,2.24,2052,High
40,Female,Kolkata,Shorts,68626,12,1766341,0.99,17486,1.16,202,High
39,Female,Hyderabad,Shorts,65608,33,1348235,6.35,85612,0.94,804,High
34,Female,Kolkata,Carousel,48168,23,1155896,0.31,3583,3.75,134,High
22,Female,Chennai,Image,64074,35,1793786,3.6,64576,2.92,1885,High
28,Female,Kolkata,Video,68599,13,1601873,4.74,75928,2.08,1579,High
47,Male,Delhi,Shorts,61926,14,1478840,7.66,113279,2.51,2843,High
32,Male,Bangalore,Carousel,37471,41,1042755,4.63,48279,2.79,1346,High
44,Female,Mumbai,Video,48614,14,1907432,1.35,25750,1.27,327,High
52,Male,Delhi,Shorts,57130,58,2015844,4.19,84463,1.95,1647,High
50,Male,Delhi,Video,53781,37,1419569,3.23,45852,1.53,701,High
37,Female,Delhi,Shorts,38822,29,1515319,3.89,58945,2.0,1178,High
33,Male,Hyderabad,Video,45701,58,1504172,1.66,24969,2.55,636,High
51,Female,Kolkata,Shorts,55277,8,1609086,4.06,65328,0.95,620,High
19,Male,Kolkata,Shorts,27361,57,803506,1.29,10365,2.03,210,High
52,Female,Hyderabad,Video,50289,9,1418925,5.98,84851,1.99,1688,High
57,Female,Bangalore,Shorts,60449,27,1490679,4.79,71403,1.5,1071,High
45,Male,Hyderabad,Shorts,54244,43,1504331,0.72,10831,4.99,540,High
56,Male,Hyderabad,Shorts,37137,59,1134854,7.13,80915,0.46,372,High
23,Female,Hyderabad,Video,39777,9,1215616,4.97,60416,3.25,1963,High
26,Female,Bangalore,Video,72304,56,2547645,2.6,66238,0.95,629,High
37,Female,Bangalore,Shorts,35935,12,976576,0.46,4492,4.21,189,High
18,Male,Chennai,Shorts,67785,21,2327463,5.09,118467,4.58,5425,High
25,Male,Chennai,Video,40680,5,1283944,3.05,39160,2.07,810,High
40,Male,Chennai,Carousel,66952,58,2627013,7.27,190983,4.14,7906,High
20,Male,Chennai,Shorts,58116,54,1610159,0.38,6118,1.32,80,High
21,Female,Kolkata,Carousel,44779,16,1702704,0.41,6981,0.79,55,High
42,Female,Delhi,Video,23502,39,855776,7.6,65038,1.65,1073,High
55,Female,Delhi,Shorts,55978,56,1833480,7.72,141544,1.77,2505,High
32,Female,Chennai,Carousel,52723,18,1744634,0.32,5582,2.05,114,High
38,Male,Chennai,Video,56208,52,1219335,5.76,70233,1.93,1355,High
52,Female,Mumbai,Carousel,58091,22,2265810,1.85,41917,2.11,884,High
31,Female,Delhi,Image,30288,14,670539,5.64,37818,3.58,1353,High
53,Male,Mumbai,Video,55899,59,1747665,6.96,121637,1.3,1581,High
29,Male,Mumbai,Image,61138,19,1626360,0.9,14637,0.19,27,High
34,Female,Hyderabad,Video,60961,46,1743308,1.99,34691,2.5,867,High
56,Male,Kolkata,Video,31204,37,1004887,0.29,2914,2.3,67,High
26,Female,Bangalore,Shorts,67314,23,2569866,0.45,11564,0.39,45,High
52,Male,Delhi,Image,56430,38,1645024,0.33,5428,0.76,41,High
30,Male,Chennai,Image,58333,49,2319013,6.43,149112,2.6,3876,High
32,Female,Chennai,Image,36564,29,1164807,2.46,28654,1.25,358,High
35,Male,Bangalore,Video,61356,20,1424147,4.0,56965,4.4,2506,High
50,Female,Delhi,Image,24141,12,574567,6.32,36312,0.95,344,High
23,Male,Chennai,Image,37277,39,1279431,4.01,51305,0.2,102,High
44,Male,Chennai,Shorts,68998,25,1449522,3.49,50588,2.29,1158,High
40,Male,Hyderabad,Carousel,60628,23,1795030,0.19,3410,4.93,168,High
44,Male,Mumbai,Carousel,54372,50,1248633,4.59,57312,3.21,1839,High
51,Male,Chennai,Image,64155,15,1838983,1.09,20044,1.83,366,High
55,Female,Kolkata,Image,65197,48,2281818,6.14,140103,0.18,252,High
31,Male,Delhi,Image,61368,15,1790509,2.14,38316,2.48,950,High
53,Female,Kolkata,Image,46738,15,1087561,5.43,59054,1.11,655,High
25,Male,Bangalore,Carousel,36829,26,922150,5.21,48044,3.27,1571,High
52,Female,Hyderabad,Shorts,40048,25,1095366,4.97,54439,2.96,1611,High
36,Male,Delhi,Video,71158,31,1522174,2.21,33640,1.4,470,High
47,Female,Hyderabad,Image,30867,22,978091,2.21,21615,0.44,95,High
31,Female,Mumbai,Image,57362,46,1844238,6.92,127621,3.8,4849,High
37,Male,Chennai,Carousel,57385,52,1219039,0.2,2438,2.97,72,High
42,Male,Delhi,Image,72020,44,2019913,1.53,30904,4.23,1307,High
57,Male,Bangalore,Shorts,57343,42,1621671,4.92,79786,1.37,1093,High
41,Female,Mumbai,Shorts,43651,34,1164468,6.55,76272,3.3,2516,High
31,Female,Mumbai,Image,43887,55,1367317,2.93,40062,0.68,272,High
43,Male,Hyderabad,Carousel,49913,49,1343623,5.26,70674,1.53,1081,High
55,Male,Mumbai,Image,66990,51,1897706,4.5,85396,3.32,2835,High
40,Female,Delhi,Image,62097,49,2232445,0.61,13617,4.15,565,High
39,Female,Hyderabad,Carousel,33714,37,783594,5.01,39258,1.67,655,High
36,Male,Mumbai,Shorts,54179,25,1754470,6.53,114566,4.01,4594,High
20,Female,Bangalore,Video,62378,6,1878348,7.94,149140,3.42,5100,High
59,Male,Kolkata,Image,46442,17,1212212,0.33,4000,1.81,72,High
36,Male,Delhi,Shorts,17600,6,608105,5.31,32290,4.39,1417,High
26,Male,Bangalore,Image,47052,47,1459758,3.37,49193,2.6,1279,High
45,Female,Bangalore,Video,27722,49,819130,0.18,1474,3.28,48,High
37,Female,Hyderabad,Carousel,25348,35,845447,4.95,41849,2.53,1058,High
24,Female,Chennai,Shorts,65977,14,2378211,1.07,25446,2.32,590,High
31,Female,Hyderabad,Video,87815,27,3464616,3.09,107056,4.26,4560,High
26,Male,Delhi,Image,70464,26,2296220,2.16,49598,1.54,763,High
36,Female,Delhi,Video,10841,51,406420,2.95,11989,0.28,33,High
31,Male,Hyderabad,Shorts,47404,33,949131,3.99,37870,4.41,1670,High
55,Male,Chennai,Carousel,41154,37,1259527,2.94,37030,4.14,1533,High
53,Male,Hyderabad,Image,27936,35,678651,4.47,30335,1.9,576,High
57,Female,Delhi,Carousel,56972,18,1246785,1.99,24811,1.01,250,High
34,Male,Chennai,Carousel,47228,14,1447041,5.12,74088,3.41,2526,High
47,Male,Delhi,Video,32538,22,1136787,6.84,77756,0.49,381,High
26,Female,Chennai,Video,19154,15,541036,1.87,10117,2.18,220,High
50,Male,Chennai,Shorts,40866,43,1365020,4.11,56102,0.52,291,High
42,Female,Hyderabad,Shorts,50118,51,1493253,5.22,77947,3.03,2361,High
31,Female,Hyderabad,Carousel,48223,7,1386033,4.56,63203,0.23,145,High
28,Female,Hyderabad,Shorts,65941,6,1701635,2.99,50878,3.18,1617,High
52,Male,Chennai,Carousel,55069,58,1522781,5.17,78727,3.4,2676,High
58,Female,Chennai,Image,44830,12,1210242,0.32,3872,2.49,96,High
31,Female,Delhi,Carousel,37741,35,1242594,3.02,37526,0.96,360,High
47,Female,Bangalore,Shorts,23436,12,523102,4.31,22545,0.6,135,High
58,Female,Hyderabad,Shorts,33630,47,734926,0.26,1910,1.64,31,High
21,Male,Kolkata,Carousel,70374,52,2336462,4.11,96028,2.38,2285,High
21,Female,Delhi,Video,62970,6,1947410,5.27,102628,3.25,3335,High
45,Male,Delhi,Carousel,54331,26,1554099,6.1,94800,0.11,104,High
25,Female,Mumbai,Carousel,42588,9,981626,1.0,9816,3.58,351,High
19,Male,Hyderabad,Video,68615,11,1936360,7.93,153553,3.59,5512,High
58,Female,Delhi,Image,34833,24,1246843,4.89,60970,2.28,1390,High
39,Male,Mumbai,Video,35004,32,1322916,2.97,39290,1.78,699,High
58,Female,Kolkata,Shorts,48597,17,1654830,2.07,34254,4.23,1448,High
33,Male,Kolkata,Video,17252,6,365731,4.63,16933,3.94,667,High
46,Male,Hyderabad,Shorts,34407,36,1149504,7.07,81269,4.92,3998,High
47,Male,Chennai,Shorts,46456,30,1153038,4.21,48542,1.92,932,High
29,Female,Mumbai,Carousel,43081,7,1133259,5.33,60402,4.54,2742,High
52,Male,Chennai,Carousel,35176,45,841324,2.93,24650,0.53,130,High
28,Male,Kolkata,Image,80530,46,2860066,3.17,90664,2.12,1922,High
38,Male,Kolkata,Shorts,70448,17,2322844,2.36,54819,2.38,1304,High
38,Male,Bangalore,Carousel,75719,25,2440931,5.67,138400,2.26,3127,High
22,Female,Bangalore,Shorts,48514,49,1618411,2.94,47581,3.16,1503,High
37,Male,Bangalore,Image,42671,41,1055491,1.61,16993,0.93,158,High
54,Male,Bangalore,Shorts,74024,27,2138794,3.02,64591,4.35,2809,High
20,Male,Delhi,Image,51278,11,1675002,6.85,114737,2.8,3212,High
50,Female,Bangalore,Image,34092,21,1115916,5.93,66173,4.53,2997,High
26,Male,Delhi,Image,35134,32,1259117,2.74,34499,0.11,37,High
26,Male,Delhi,Carousel,45133,51,1161832,7.26,84349,3.19,2690,High
21,Male,Hyderabad,Video,49669,34,1758641,0.69,12134,2.12,257,High
52,Male,Delhi,Video,51221,9,1475380,0.49,7229,2.57,185,High
34,Female,Delhi,Carousel,47246,28,1578187,1.11,17517,3.74,655,High
51,Male,Bangalore,Shorts,85094,11,2477461,1.02,25270,1.21,305,High
41,Male,Delhi,Carousel,29703,38,1157598,0.79,9145,1.1,100,High
49,Female,Chennai,Shorts,60090,54,1417301,5.32,75400,3.54,2669,High
18,Female,Bangalore,Image,42838,46,1435084,4.85,69601,2.65,1844,High
25,Female,Mumbai,Carousel,49418,37,1558190,5.22,81337,1.24,1008,High
40,Male,Bangalore,Video,64107,31,1503615,5.54,83300,2.47,2057,High
57,Female,Delhi,Shorts,23258,18,495879,6.08,30149,2.35,708,High
29,Male,Chennai,Carousel,35811,23,1288617,1.74,22421,3.49,782,High
29,Female,Bangalore,Carousel,47995,52,1111040,5.02,55774,0.11,61,High
32,Male,Chennai,Shorts,72143,55,1711981,4.68,80120,2.98,2387,High
58,Female,Mumbai,Image,72064,42,2851505,7.55,215288,3.07,6609,High
36,Male,Kolkata,Image,69159,16,2375298,1.94,46080,3.75,1728,High
43,Female,Mumbai,Image,17099,7,427646,0.56,2394,4.46,106,High
46,Male,Kolkata,Image,34253,11,1089910,5.26,57329,2.26,1295,High
39,Male,Hyderabad,Shorts,34870,39,1069904,5.95,63659,1.78,1133,High
57,Male,Kolkata,Video,49171,29,1813909,2.34,42445,0.6,254,High
38,Male,Hyderabad,Carousel,22204,53,767977,4.61,35403,1.75,619,High
55,Male,Bangalore,Carousel,66468,19,2435033,0.57,13879,0.44,61,High
37,Male,Hyderabad,Image,20084,23,486642,7.68,37374,4.03,1506,High
46,Male,Chennai,Shorts,65487,23,2148289,0.97,20838,4.05,843,High
21,Male,Hyderabad,Video,63062,27,1312005,0.63,8265,2.14,176,High
24,Female,Chennai,Video,33584,15,717990,0.45,3230,1.37,44,High
45,Male,Kolkata,Carousel,68929,25,2362245,3.48,82206,0.68,559,High
45,Male,Kolkata,Image,45001,56,922015,0.87,8021,4.27,342,High
21,Female,Kolkata,Carousel,41109,38,1298867,5.98,77672,4.4,3417,High
39,Male,Hyderabad,Carousel,43678,43,1607714,7.2,115755,1.4,1620,High
29,Female,Kolkata,Video,44964,55,1240975,2.16,26805,3.15,844,High
20,Male,Hyderabad,Shorts,46344,11,968460,5.07,49100,1.37,672,High
39,Female,Hyderabad,Video,46685,46,1600233,0.43,6881,1.2,82,High
19,Female,Delhi,Carousel,36645,48,1414277,3.15,44549,0.2,89,High
41,Male,Delhi,Image,40127,59,1378100,2.41,33212,2.93,973,High
51,Female,Hyderabad,Image,41425,31,1307773,1.91,24978,0.83,207,High
44,Male,Chennai,Shorts,75090,54,1847280,5.19,95873,0.16,153,High
58,Male,Bangalore,Shorts,41432,27,841395,1.13,9507,0.61,57,High
18,Male,Mumbai,Shorts,40469,42,1371651,6.9,94643,1.64,1552,High
25,Male,Delhi,Carousel,72744,24,1791018,5.35,95819,3.38,3238,High
40,Female,Hyderabad,Carousel,45169,31,1678659,5.71,95851,1.09,1044,High
55,Male,Mumbai,Shorts,36646,57,1074742,7.49,80498,4.45,3582,High
23,Female,Delhi,Image,33395,12,1022331,7.54,77083,1.51,1163,High
39,Female,Bangalore,Image,28697,41,1006675,4.46,44897,1.72,772,High
42,Male,Chennai,Image,58117,7,2068330,4.01,82940,1.17,970,High
35,Male,Hyderabad,Carousel,22934,6,753475,2.75,20720,1.34,277,High
34,Male,Bangalore,Video,70195,26,2721366,5.75,156478,0.46,719,High
29,Male,Delhi,Image,48630,10,1927984,4.35,83867,1.54,1291,High
23,Female,Hyderabad,Image,43443,43,1691605,7.47,126362,4.31,5446,High
43,Male,Mumbai,Image,46574,44,1699210,1.99,33814,3.47,1173,High
